source_file,match_id,match_label,tournament,year,round,game_id,rally,rally_length,chen_role,opponent_name,chen_score_after,opponent_score_after,chen_score_before_observed,opponent_score_before_observed,point_winner_token,point_winner_name,point_won_by_chen,winner_inferred_from_score,last_shot_by,last_shot_type,win_reason_clean,chen_scoring_reason,opponent_scoring_reason
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,8,13,A,Chou Tien Chen,3,5,3,4,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Block,Opponent Failed to Cross Net,,Chen Failed to Cross Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,9,8,A,Chou Tien Chen,4,5,3,5,A,Chen Long,TRUE,FALSE,Chen Long,Smash,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,10,13,A,Chou Tien Chen,5,5,4,5,A,Chen Long,TRUE,FALSE,Chen Long,Net Kill,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,11,8,A,Chou Tien Chen,6,5,5,5,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Smash,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,12,28,A,Chou Tien Chen,7,5,6,5,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Block,Opponent Failed to Cross Net,Opponent Failed to Cross Net,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,13,7,A,Chou Tien Chen,7,6,7,5,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Block,Opponent Failed to Cross Net,,Chen Failed to Cross Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,14,3,A,Chou Tien Chen,8,6,7,6,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Shot,Opponent Hit Net,Opponent Hit Net,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,15,13,A,Chou Tien Chen,9,6,8,6,A,Chen Long,TRUE,FALSE,Chen Long,Lift,Opponent Misjudged Landing,Opponent Misjudged Landing,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,16,20,A,Chou Tien Chen,10,6,9,6,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Block,Opponent Failed to Cross Net,Opponent Failed to Cross Net,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,17,12,A,Chou Tien Chen,10,7,10,6,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Net Kill,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,18,40,A,Chou Tien Chen,10,8,10,7,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Block,Opponent Failed to Cross Net,,Chen Failed to Cross Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,19,6,A,Chou Tien Chen,11,8,10,8,A,Chen Long,TRUE,FALSE,Chen Long,Push,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,20,15,A,Chou Tien Chen,12,8,11,8,A,Chen Long,TRUE,FALSE,Chen Long,Net Kill,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,21,4,A,Chou Tien Chen,13,8,12,8,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Block,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,22,3,A,Chou Tien Chen,14,8,13,8,A,Chen Long,TRUE,FALSE,Chen Long,Smash,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,23,7,A,Chou Tien Chen,15,8,14,8,A,Chen Long,TRUE,FALSE,Chen Long,Net Hook,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,24,1,A,Chou Tien Chen,15,9,15,8,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Short Serve,Opponent Hit Net,,Chen Hit Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,25,3,A,Chou Tien Chen,16,9,15,9,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Smash,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,26,8,A,Chou Tien Chen,17,9,16,9,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Drive,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,27,20,A,Chou Tien Chen,17,10,17,9,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Clear,Opponent Misjudged Landing,,Chen Misjudged Landing
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,28,15,A,Chou Tien Chen,17,11,17,10,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Smash,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,29,11,A,Chou Tien Chen,18,11,17,11,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Smash,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,30,10,A,Chou Tien Chen,19,11,18,11,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Shot,Opponent Failed to Cross Net,Opponent Failed to Cross Net,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,31,2,A,Chou Tien Chen,19,12,19,11,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Net Shot,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,32,6,A,Chou Tien Chen,19,13,19,12,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Lift,Opponent Failed to Cross Net,,Chen Failed to Cross Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,33,32,A,Chou Tien Chen,19,14,19,13,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Block,Opponent Out,,Chen Out
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,34,4,A,Chou Tien Chen,20,14,19,14,A,Chen Long,TRUE,FALSE,Chen Long,Net Kill,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,35,6,A,Chou Tien Chen,20,15,20,14,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Drive,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,36,11,A,Chou Tien Chen,21,15,20,15,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Block,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,1,9,A,Chou Tien Chen,1,0,0,0,A,Chen Long,TRUE,FALSE,Chen Long,Smash,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,2,38,A,Chou Tien Chen,2,0,1,0,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Block,Opponent Failed to Cross Net,Opponent Failed to Cross Net,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,3,3,A,Chou Tien Chen,2,1,2,0,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Shot,Opponent Hit Net,,Chen Hit Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,4,32,A,Chou Tien Chen,2,2,2,1,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Shot,Opponent Failed to Cross Net,,Chen Failed to Cross Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,5,6,A,Chou Tien Chen,2,3,2,2,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Block,Opponent Hit Net,,Chen Hit Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,6,1,A,Chou Tien Chen,3,3,2,3,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Short Serve,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,7,3,A,Chou Tien Chen,3,4,3,3,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Shot,Opponent Failed to Cross Net,,Chen Failed to Cross Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,8,4,A,Chou Tien Chen,3,5,3,4,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Block,Opponent Failed to Cross Net,,Chen Failed to Cross Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,9,21,A,Chou Tien Chen,3,6,3,5,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Smash,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,10,12,A,Chou Tien Chen,3,7,3,6,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Drive,Opponent Out,,Chen Out
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,11,12,A,Chou Tien Chen,3,8,3,7,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Hook,Opponent Failed to Cross Net,,Chen Failed to Cross Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,12,8,A,Chou Tien Chen,4,8,3,8,A,Chen Long,TRUE,FALSE,Chen Long,Push,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,13,14,A,Chou Tien Chen,5,8,4,8,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Shot,Opponent Failed to Cross Net,Opponent Failed to Cross Net,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,14,7,A,Chou Tien Chen,6,8,5,8,A,Chen Long,TRUE,FALSE,Chen Long,Net Kill,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,15,14,A,Chou Tien Chen,6,9,6,8,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Smash,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,16,3,A,Chou Tien Chen,7,9,6,9,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Push,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,17,3,A,Chou Tien Chen,8,9,7,9,A,Chen Long,TRUE,FALSE,Chen Long,Smash,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,18,10,A,Chou Tien Chen,9,9,8,9,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Block,Opponent Hit Net,Opponent Hit Net,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,19,7,A,Chou Tien Chen,9,10,9,9,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Drive,Opponent Out,,Chen Out
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,20,6,A,Chou Tien Chen,9,11,9,10,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Block,Opponent Failed to Cross Net,,Chen Failed to Cross Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,21,11,A,Chou Tien Chen,9,12,9,11,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Smash,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,23,10,A,Chou Tien Chen,10,13,9,12,A,Chen Long,TRUE,FALSE,Chen Long,Net Kill,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,24,5,A,Chou Tien Chen,10,14,10,13,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Push,Opponent Hit Net,,Chen Hit Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,25,7,A,Chou Tien Chen,11,14,10,14,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Drive,Opponent Hit Net,Opponent Hit Net,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,26,27,A,Chou Tien Chen,11,15,11,14,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Drive,Opponent Out,,Chen Out
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,27,10,A,Chou Tien Chen,11,16,11,15,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Shot,Opponent Failed to Cross Net,,Chen Failed to Cross Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,28,3,A,Chou Tien Chen,12,16,11,16,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Shot,Opponent Hit Net,Opponent Hit Net,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,29,8,A,Chou Tien Chen,13,16,12,16,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Shot,Opponent Failed to Cross Net,Opponent Failed to Cross Net,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,30,15,A,Chou Tien Chen,13,17,13,16,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Hook,Opponent Out,,Chen Out
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,31,18,A,Chou Tien Chen,14,17,13,17,A,Chen Long,TRUE,FALSE,Chen Long,Smash,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,32,4,A,Chou Tien Chen,15,17,14,17,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Hook,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,33,11,A,Chou Tien Chen,16,17,15,17,A,Chen Long,TRUE,FALSE,Chen Long,Net Kill,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,34,9,A,Chou Tien Chen,17,17,16,17,A,Chen Long,TRUE,FALSE,Chen Long,Smash,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,35,13,A,Chou Tien Chen,17,18,17,17,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Block,Opponent Failed to Cross Net,,Chen Failed to Cross Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,36,8,A,Chou Tien Chen,18,18,17,18,A,Chen Long,TRUE,FALSE,Chen Long,Net Kill,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,37,34,A,Chou Tien Chen,18,19,18,18,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Smash,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,38,13,A,Chou Tien Chen,19,19,18,19,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Push,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,39,7,A,Chou Tien Chen,20,19,19,19,A,Chen Long,TRUE,FALSE,Chen Long,Net Kill,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set2.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,2,40,18,A,Chou Tien Chen,21,19,20,19,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Clear,Opponent Out,Opponent Out,
Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals_set1.csv,malaysia_masters_2020_qf_axelsen,Malaysia Masters 2020 QF,Malaysia Masters,2020,Quarterfinal,1,1,31,B,Viktor Axelsen,1,0,0,0,B,Chen Long,TRUE,FALSE,Viktor Axelsen,Lift,Opponent Out,Opponent Out,
Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals_set1.csv,malaysia_masters_2020_qf_axelsen,Malaysia Masters 2020 QF,Malaysia Masters,2020,Quarterfinal,1,2,4,B,Viktor Axelsen,1,1,1,0,A,Viktor Axelsen,FALSE,FALSE,Viktor Axelsen,Net Hook,Winner,,Opponent Winner
Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals_set1.csv,malaysia_masters_2020_qf_axelsen,Malaysia Masters 2020 QF,Malaysia Masters,2020,Quarterfinal,1,3,3,B,Viktor Axelsen,2,1,1,1,B,Chen Long,TRUE,FALSE,Viktor Axelsen,Lift,Opponent Out,Opponent Out,
Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals_set1.csv,malaysia_masters_2020_qf_axelsen,Malaysia Masters 2020 QF,Malaysia Masters,2020,Quarterfinal,1,4,10,B,Viktor Axelsen,3,1,2,1,B,Chen Long,TRUE,FALSE,Viktor Axelsen,Lift,Opponent Out,Opponent Out,
Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals_set1.csv,malaysia_masters_2020_qf_axelsen,Malaysia Masters 2020 QF,Malaysia Masters,2020,Quarterfinal,1,5,32,B,Viktor Axelsen,3,2,3,1,A,Viktor Axelsen,FALSE,FALSE,Viktor Axelsen,Drop,Winner,,Opponent Winner
Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals_set1.csv,malaysia_masters_2020_qf_axelsen,Malaysia Masters 2020 QF,Malaysia Masters,2020,Quarterfinal,1,6,1,B,Viktor Axelsen,3,3,3,2,A,Viktor Axelsen,FALSE,TRUE,Viktor Axelsen,Unknown Shot Type,,,
Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals_set1.csv,malaysia_masters_2020_qf_axelsen,Malaysia Masters 2020 QF,Malaysia Masters,2020,Quarterfinal,1,7,3,B,Viktor Axelsen,4,3,3,3,B,Chen Long,TRUE,FALSE,Viktor Axelsen,Lift,Opponent Out,Opponent Out,
Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals_set1.csv,malaysia_masters_2020_qf_axelsen,Malaysia Masters 2020 QF,Malaysia Masters,2020,Quarterfinal,1,8,3,B,Viktor Axelsen,4,4,4,3,A,Viktor Axelsen,FALSE,FALSE,Chen Long,Lift,Opponent Out,,Chen Out
Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals_set1.csv,malaysia_masters_2020_qf_axelsen,Malaysia Masters 2020 QF,Malaysia Masters,2020,Quarterfinal,1,9,4,B,Viktor Axelsen,4,5,4,4,A,Viktor Axelsen,FALSE,FALSE,Chen Long,Net Block,Opponent Failed to Cross Net,,Chen Failed to Cross Net
Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals_set1.csv,malaysia_masters_2020_qf_axelsen,Malaysia Masters 2020 QF,Malaysia Masters,2020,Quarterfinal,1,10,3,B,Viktor Axelsen,4,6,4,5,A,Viktor Axelsen,FALSE,FALSE,Viktor Axelsen,Drive,Winner,,Opponent Winner
Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals_set1.csv,malaysia_masters_2020_qf_axelsen,Malaysia Masters 2020 QF,Malaysia Masters,2020,Quarterfinal,1,11,1,B,Viktor Axelsen,5,6,4,6,B,Chen Long,TRUE,TRUE,Viktor Axelsen,Unknown Shot Type,,,
Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals_set1.csv,malaysia_masters_2020_qf_axelsen,Malaysia Masters 2020 QF,Malaysia Masters,2020,Quarterfinal,1,12,18,B,Viktor Axelsen,5,7,5,6,A,Viktor Axelsen,FALSE,FALSE,Viktor Axelsen,Smash,Winner,,Opponent Winner
Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals_set1.csv,malaysia_masters_2020_qf_axelsen,Malaysia Masters 2020 QF,Malaysia Masters,2020,Quarterfinal,1,13,4,B,Viktor Axelsen,5,8,5,7,A,Viktor Axelsen,FALSE,FALSE,Chen Long,Smash,Opponent Out,,Chen Out
Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals_set1.csv,malaysia_masters_2020_qf_axelsen,Malaysia Masters 2020 QF,Malaysia Masters,2020,Quarterfinal,1,14,1,B,Viktor Axelsen,6,8,5,8,B,Chen Long,TRUE,TRUE,Viktor Axelsen,Unknown Shot Type,,,
