rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,source_file,match_id,match_label,tournament,year,round,game_id,player_A_name,player_B_name,chen_role,opponent_role,opponent_name,shot_by_name,is_chen_shot,shot_type_clean,point_winner_name,point_won_by_chen,win_reason_clean,lose_reason_clean
18,15,00:44:09,66242,8,10,B,2,Net Shot,,,2,1,772,422,,2,787,348,,,,,7,751,439,8,676,307,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Shot,,,,
18,16,00:44:10,66264,8,10,A,2,Net Shot,,1,2,2,787,348,,1,806,391,,,,,2,753,355,7,732,446,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Shot,,,,
18,17,00:44:11,66277,8,10,B,3,Net Kill,,,1,1,806,391,2,8,664,309,Opponent Winner,Winner,B,,7,732,441,7,712,343,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Kill,Chou Tien Chen,FALSE,Winner,Winner
19,1,00:45:31,68275,9,10,B,1,Unknown Shot Type,,,2,,,,,,,,,,,1,,,,,,,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Unknown Shot Type,,,,
20,1,00:46:17,69432,9,11,A,1,Short Serve,,1,2,,,,,7,556,427,,,,,8,638,314,8,525,499,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Short Serve,,,,
20,2,00:46:17,69444,9,11,B,2,Cross-court Net Shot,,1,2,7,556,427,,7,736,345,,,,,7,595,448,8,628,316,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Shot,,,,
20,3,00:46:18,69462,9,11,A,2,Lift,,1,2,7,736,345,,4,463,609,,,,,7,693,345,8,657,475,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Lift,,,,
20,4,00:46:19,69490,9,11,B,2,Stick Smash,1,,1,4,463,609,,8,686,307,,,,,8,530,585,8,597,307,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Smash,,,,
20,5,00:46:20,69506,9,11,A,2,Net Block,,1,2,8,686,307,,7,616,439,,,,,8,616,297,9,528,595,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Block,,,,
20,6,00:46:21,69529,9,11,B,2,Net Shot,,,2,7,616,439,,1,513,348,,,,,8,600,460,8,628,314,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Shot,,,,
20,7,00:46:22,69553,9,11,A,3,Net Shot,,,2,1,513,348,,7,537,372,Hit the Net,Opponent Hit the Net,B,,7,542,343,8,621,496,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Shot,Chou Tien Chen,FALSE,Opponent Hit Net,Opponent Hit Net
21,1,00:47:54,71859,9,12,B,1,Short Serve,,1,2,,,,,7,667,343,,,,,8,624,484,8,684,300,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Short Serve,,,,
21,2,00:47:55,71884,9,12,A,2,Net Shot,,,2,7,667,343,,7,736,439,,,,,8,691,331,8,648,492,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Shot,,,,
21,3,00:47:56,71903,9,12,B,2,Net Shot,,,2,7,736,439,,7,648,350,,,,,7,741,448,8,676,324,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Shot,,,,
21,4,00:47:57,71928,9,12,A,2,Lift,,1,2,7,648,350,,3,840,612,,,,,7,640,340,7,686,451,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Lift,,,,
21,5,00:47:58,71962,9,12,B,2,Rear-court Drive,,,1,3,840,612,,6,748,302,,,,,9,770,626,8,636,316,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Drive,,,,
21,6,00:47:58,71972,9,12,A,2,Net Block,,1,1,6,748,302,,1,796,434,,,,,8,626,312,9,760,612,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Block,,,,
21,7,00:47:59,71993,9,12,B,2,Net Shot,,,2,1,796,434,,2,782,343,,,,,8,768,460,8,676,309,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Shot,,,,
21,8,00:48:00,72016,9,12,A,2,Push Shot,,1,2,2,782,343,,3,878,614,,,,,2,748,343,8,710,482,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Push,,,,
21,9,00:48:02,72050,9,12,B,2,Over-sliced Drop,,,1,3,878,614,,1,508,338,,,,,9,804,621,8,638,302,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Drop,,,,
21,10,00:48:02,72069,9,12,A,2,Net Shot,,,2,1,508,338,,2,465,432,,,,,8,549,326,8,715,564,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Shot,,,,
21,11,00:48:03,72093,9,12,B,2,Lift,,1,2,2,465,432,,3,484,266,,,,,2,496,427,8,561,328,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Lift,,,,
21,12,00:48:05,72131,9,12,A,2,Over-sliced Drop,,,1,3,484,266,,6,441,460,,,,,3,508,256,8,600,518,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Drop,,,,
21,13,00:48:05,72147,9,12,B,2,Flat Drive,,1,2,6,441,460,,5,492,324,,,,,6,492,484,3,540,259,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Drive,,,,
21,14,00:48:06,72167,9,12,A,2,Push Shot,,,2,5,492,324,,5,804,564,,,,,5,528,328,8,542,475,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Push,,,,
21,15,00:48:07,72197,9,12,B,2,Stick Smash,,,1,5,804,564,,6,739,295,,,,,8,777,571,8,607,312,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Smash,,,,
21,16,00:48:08,72204,9,12,A,3,Net Block,,1,2,6,739,295,,11,832,328,Failed to Cross the Net,Opponent Failed to Cross the Net,B,,8,607,295,8,789,585,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Block,Chou Tien Chen,FALSE,Opponent Failed to Cross Net,Opponent Failed to Cross Net
22,1,00:48:28,72718,9,13,B,1,Short Serve,,1,2,,,,,8,571,331,,,,,8,640,475,8,576,295,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Short Serve,,,,
22,2,00:48:29,72736,9,13,A,2,Net Shot,,,2,8,571,331,,7,732,422,,,,,8,595,324,8,650,477,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Shot,,,,
22,3,00:48:30,72754,9,13,B,2,Net Shot,,,2,7,732,422,,7,655,345,,,,,7,700,429,8,616,328,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Shot,,,,
22,4,00:48:31,72775,9,13,A,2,Lift,,1,2,7,655,345,,3,856,592,,,,,8,640,333,7,672,448,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Lift,,,,
22,5,00:48:32,72809,9,13,B,2,Stick Smash,,,1,3,856,592,,6,746,283,,,,,8,768,588,8,633,309,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Smash,,,,
22,6,00:48:32,72818,9,13,A,2,Net Block,,1,2,6,746,283,,1,777,441,,,,,8,602,304,13,866,650,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Block,,,,
22,7,00:48:33,72842,9,13,B,2,Push Shot,,,2,1,777,441,,5,525,276,,,,,8,722,463,8,652,302,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Push,,,,
22,8,00:48:34,72872,9,13,A,2,Stick Smash,,,1,5,525,276,,6,391,547,,,,,9,554,266,8,667,504,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Smash,,,,
22,9,00:48:35,72886,9,13,B,2,Net Block,,1,2,6,391,547,,1,460,352,,,,,8,624,525,8,566,278,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Block,,,,
22,10,00:48:36,72907,9,13,A,2,Net Shot,,,2,1,460,352,,2,456,400,,,,,1,504,340,8,511,513,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Shot,,,,
22,11,00:48:37,72931,9,13,B,2,Lift,,1,2,2,456,400,,9,667,259,,,,,2,499,434,8,549,333,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Lift,,,,
22,12,00:48:38,72970,9,13,A,2,Smash,1,,1,9,667,259,,5,784,506,,,,,9,655,266,8,664,508,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Smash,,,,
22,13,00:48:39,72981,9,13,B,2,Net Block,,,2,5,784,506,,8,643,328,,,,,8,696,520,9,660,268,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Block,,,,
22,14,00:48:39,72999,9,13,A,2,Net Shot,,,2,8,643,328,,7,650,412,,,,,8,674,307,8,679,506,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Shot,,,,
22,15,00:48:40,73024,9,13,B,2,Cross-court Net Shot,,1,2,7,650,412,,2,780,340,,,,,7,686,453,8,643,326,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Shot,,,,
22,16,00:48:41,73042,9,13,A,2,Net Shot,,1,2,2,780,340,,1,808,405,,,,,7,720,343,8,691,460,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Shot,,,,
22,17,00:48:42,73068,9,13,B,2,Lift,,,2,1,808,405,,4,748,259,,,,,7,756,427,7,708,336,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Lift,,,,
22,18,00:48:44,73117,9,13,A,2,Over-sliced Drop,1,,1,4,748,259,,1,772,434,,,,,9,698,264,8,698,499,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Drop,,,,
22,19,00:48:45,73138,9,13,B,2,Cross-court Net Shot,,,2,1,772,434,,1,496,343,,,,,8,748,468,8,681,273,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Shot,,,,
22,20,00:48:46,73158,9,13,A,2,Lift,,,2,1,496,343,,9,772,619,,,,,7,549,336,8,662,482,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Lift,,,,
22,21,00:48:47,73195,9,13,B,2,Slice Drop,,,1,9,772,619,,6,775,331,,,,,9,724,614,8,609,302,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Drop,,,,
22,22,00:48:48,73213,9,13,A,2,Cross-court Net Shot,,1,2,6,775,331,,7,523,410,,,,,8,734,321,8,710,576,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Shot,,,,
22,23,00:48:49,73236,9,13,B,2,Net Shot,,1,2,7,523,410,,1,492,364,,,,,7,552,439,8,636,316,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Shot,,,,
22,24,00:48:50,73254,9,13,A,3,Net Kill,,,1,1,492,364,,1,487,384,Hit the Net,Opponent Hit the Net,B,,1,518,360,7,540,439,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Kill,Chou Tien Chen,FALSE,Opponent Hit Net,Opponent Hit Net
23,1,00:49:21,74033,10,13,B,1,Short Serve,,1,2,,,,,8,667,326,,,,,8,619,480,8,679,295,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Short Serve,,,,
23,2,00:49:22,74050,10,13,A,2,Push Shot,,,2,8,667,326,,8,780,542,,,,,8,691,328,8,652,489,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Push,,,,
23,3,00:49:22,74072,10,13,B,2,Smash,,,1,8,780,542,,6,746,278,,,,,8,712,537,8,660,312,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Smash,,,,
23,4,00:49:23,74082,10,13,A,2,Cross-court Net Shot,,1,2,6,746,278,,6,436,468,,,,,8,638,292,8,780,549,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Shot,,,,
23,5,00:49:24,74112,10,13,B,3,Lift,,1,2,6,436,468,2,15,422,280,Out of Bounds,Opponent Out of Bounds,A,,8,516,482,8,636,280,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Lift,Chen Long,TRUE,Opponent Out,Opponent Out
24,1,00:49:44,74608,11,13,A,1,Short Serve,,1,2,,,,,7,703,432,,,,,8,619,307,8,698,506,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Short Serve,,,,
24,2,00:49:45,74628,11,13,B,2,Net Shot,,1,2,7,703,432,,2,780,352,,,,,7,708,446,8,626,309,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Shot,,,,
24,3,00:49:46,74650,11,13,A,2,Lift,,1,2,2,780,352,,9,537,597,,,,,7,717,340,7,700,453,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Lift,,,,
24,4,00:49:47,74685,11,13,B,2,Clear,1,,1,9,537,597,,3,511,268,,,,,8,573,585,8,602,309,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Clear,,,,
24,5,00:49:48,74714,11,13,A,2,Stick Smash,,,1,3,511,268,,6,427,506,,,,,3,537,259,8,595,532,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Smash,,,,
24,6,00:49:49,74728,11,13,B,2,Net Block,,1,2,6,427,506,,1,487,338,,,,,8,624,506,9,547,271,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Block,,,,
24,7,00:49:50,74751,11,13,A,2,Push Shot,,,2,1,487,338,,3,837,604,,,,,5,523,328,8,564,484,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Push,,,,
24,8,00:49:51,74783,11,13,B,2,Over-sliced Drop,,,1,3,837,604,,1,489,336,,,,,9,768,607,8,612,309,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Drop,,,,
